player,recent_form,role,predicted_points,credits
MDKJ Perera,14.0,batsman,20.968129710667487,7
KD Karthik,14.0,batsman,20.968129710667487,7
CJ Anderson,15.0,allrounder,20.931283113037228,7
PVD Chameera,15.0,allrounder,20.931283113037228,7
MS Gony,15.0,allrounder,20.931283113037228,7
S Gopal,15.0,allrounder,20.931283113037228,7
Mohammad Asif,15.0,allrounder,20.931283113037228,7
Mohsin Khan,15.0,allrounder,20.931283113037228,7
Mohammed Siraj,15.0,allrounder,20.931283113037228,7
PWH de Silva,15.0,allrounder,20.931283113037228,7
Prince Yadav,10.4,allrounder,20.894476745509706,7
YK Pathan,10.4,allrounder,20.894476745509706,7
MJ Henry,10.4,bowler,20.894476745509706,7
Nithish Kumar Reddy,10.4,allrounder,20.894476745509706,7
SB Bangar,10.4,allrounder,20.894476745509706,7
LR Shukla,10.4,allrounder,20.894476745509706,7
S Nadeem,10.4,allrounder,20.894476745509706,7
SH Johnson,10.4,allrounder,20.894476745509706,7
Harmeet Singh,10.4,allrounder,20.894476745509706,7
Yudhvir Singh,10.0,allrounder,20.86701948493115,7
Zeeshan Ansari,10.0,bowler,20.86701948493115,7
Kartik Tyagi,10.0,allrounder,20.86701948493115,7
Akash Madhwal,10.0,allrounder,20.86701948493115,7
S Ladda,10.0,allrounder,20.86701948493115,7
Joginder Sharma,10.0,allrounder,20.86701948493115,7
AS Rajpoot,10.0,allrounder,20.86701948493115,7
KA Jamieson,10.0,allrounder,20.86701948493115,7
MG Johnson,10.0,allrounder,20.86701948493115,7
VR Aaron,10.0,allrounder,20.86701948493115,7
A Mithun,10.0,allrounder,20.86701948493115,7
K Kartikeya,10.0,allrounder,20.86701948493115,7
RP Singh,10.0,allrounder,20.86701948493115,7
RR Powar,10.0,allrounder,20.86701948493115,7
G Gambhir,20.6,batsman,20.613989099220724,7
MC Juneja,20.6,batsman,20.613989099220724,7
SM Katich,22.0,batsman,20.61163850749508,7
S Badrinath,22.0,batsman,20.61163850749508,7
Rahmanullah Gurbaz,22.0,batsman,20.61163850749508,7
S Dube,22.0,allrounder,20.61163850749508,7
P Sahu,22.0,allrounder,20.61163850749508,7
T Taibu,12.0,batsman,20.369377337920547,7
JG Bethell,12.0,batsman,20.369377337920547,7
DA Miller,12.0,batsman,20.369377337920547,7
SA Asnodkar,15.8,batsman,20.32996629999943,7
LA Pomersbach,15.8,batsman,20.32996629999943,7
SR Watson,15.8,allrounder,20.32996629999943,7
WP Saha,14.8,batsman,20.27730991925569,7
R Powell,14.8,allrounder,20.27730991925569,7
SK Rasheed,14.75,batsman,20.27730991925569,7
AB de Villiers,14.8,batsman,20.27730991925569,7
SA Abbott,7.5,allrounder,20.193157287157284,7
PK Garg,16.6,batsman,20.133953221759615,7
V Kohli,52.8,allrounder,20.11630506773928,7
FY Fazal,13.2,allrounder,20.098762362944345,7
W Jaffer,13.2,batsman,20.098762362944345,7
Harpreet Singh,19.4,batsman,20.01228952889076,7
JP Duminy,19.4,allrounder,20.01228952889076,7
DJ Jacobs,19.4,batsman,20.01228952889076,7
R Ashwin,11.2,allrounder,19.98125352523721,7
J Botha,11.2,allrounder,19.98125352523721,7
RV Gomez,11.2,allrounder,19.98125352523721,7
Mayank Dagar,11.2,allrounder,19.98125352523721,7
SW Tait,11.2,allrounder,19.98125352523721,7
Lalit Yadav,11.2,allrounder,19.98125352523721,7
S Aravind,11.2,allrounder,19.98125352523721,7
V Sehwag,11.2,allrounder,19.98125352523721,7
Parvez Rasool,11.2,allrounder,19.98125352523721,7
AA Chavan,11.2,allrounder,19.98125352523721,7
S Kaushik,11.2,allrounder,19.98125352523721,7
SB Wagh,7.8,allrounder,19.910338863050253,7
Abishek Porel,28.2,batsman,19.770640573599227,7
RJ Gleeson,13.5,allrounder,19.72740095726637,7
V Viyaskanth,13.5,allrounder,19.72740095726637,7
P Suyal,13.5,bowler,19.72740095726637,7
S Sohal,23.8,batsman,19.64804618148091,7
Niraj Patel,23.8,batsman,19.64804618148091,7
XC Bartlett,16.666666666666668,allrounder,19.639226726586948,7
PHKD Mendis,16.666666666666668,allrounder,19.639226726586948,7
KT Maphaka,16.666666666666668,allrounder,19.639226726586948,7
Gagandeep Singh,16.666666666666668,bowler,19.639226726586948,7
DPMD Jayawardene,15.0,batsman,19.563344408796794,7
JR Philippe,19.75,batsman,19.52940266568443,7
VH Zol,16.0,batsman,19.278968285785698,7
GC Smith,16.0,batsman,19.278968285785698,7
BB Samantray,16.0,batsman,19.278968285785698,7
B Sumanth,6.333333333333333,batsman,19.12937650019358,7
A Choudhary,26.5,allrounder,18.680842358278113,7
AS Yadav,9.8,batsman,18.626454570530242,7
Vivrant Sharma,0.0,allrounder,18.44077228165799,7
J Overton,0.0,allrounder,18.44077228165799,7
H Sharma,0.0,bowler,18.44077228165799,7
SZ Mulani,0.0,allrounder,18.44077228165799,7
B Geeves,0.0,bowler,18.44077228165799,7
BMAJ Mendis,0.0,allrounder,18.44077228165799,7
DJG Sammy,0.0,allrounder,18.44077228165799,7
SD Chitnis,0.0,allrounder,18.44077228165799,7
K Upadhyay,0.0,allrounder,18.44077228165799,7
NLTC Perera,0.0,allrounder,18.44077228165799,7
Sumit Kumar,0.0,allrounder,18.44077228165799,7
GS Sandhu,0.0,bowler,18.44077228165799,7
Mandeep Singh,0.0,allrounder,18.44077228165799,7
L Wood,0.0,allrounder,18.44077228165799,7
LB Williams,0.0,allrounder,18.44077228165799,7
TL Suman,0.0,allrounder,18.44077228165799,7
Tilak Varma,0.0,allrounder,18.44077228165799,7
KA Maharaj,0.0,allrounder,18.44077228165799,7
KAJ Roach,0.0,allrounder,18.44077228165799,7
R Tewatia,0.0,allrounder,18.44077228165799,7
VS Yeligati,0.0,allrounder,18.44077228165799,7
MK Lomror,0.0,allrounder,18.44077228165799,7
Y Venugopal Rao,0.0,allrounder,18.44077228165799,7
PVSN Raju,0.0,allrounder,18.44077228165799,7
PM Sarvesh Kumar,0.0,allrounder,18.44077228165799,7
SM Boland,0.0,bowler,18.44077228165799,7
CJ McKay,0.0,allrounder,18.44077228165799,7
CK Kapugedera,0.0,allrounder,18.44077228165799,7
SS Sarkar,0.0,bowler,18.44077228165799,7
N Thushara,42.4,bowler,18.39247777434114,7
PN Mankad,26.5,batsman,18.323532913165266,7
D Kalyankrishna,12.5,allrounder,18.296396051618288,7
TP Sudhindra,12.5,bowler,18.296396051618288,7
Shoaib Malik,12.5,allrounder,18.296396051618288,7
KJ Abbott,12.5,allrounder,18.296396051618288,7
Aniket Verma,13.0,batsman,18.281490135644606,7
CJ Ferguson,13.0,batsman,18.281490135644606,7
J Fraser-McGurk,9.2,batsman,18.037743391016694,7
Ankit Sharma,8.8,allrounder,18.015555546947233,7
Q de Kock,8.8,batsman,18.015555546947233,7
CM Gautam,16.2,batsman,17.970088092056876,7
PA Reddy,10.4,batsman,17.788766323647927,7
SB Dubey,12.4,batsman,17.75814848142895,7
OA Shah,12.4,batsman,17.75814848142895,7
M de Lange,32.25,allrounder,17.441827561327564,7
VVS Laxman,11.2,batsman,17.272613122227426,7
HC Brook,11.2,batsman,17.272613122227426,7
DJ Bravo,51.6,allrounder,17.088582056832053,7
KC Sangakkara,11.6,batsman,17.026224131290377,7
AT Rayudu,11.6,batsman,17.026224131290377,7
M Kaif,10.2,batsman,16.707937452924817,7
Y Nagar,14.4,allrounder,16.603584192847237,7
PH Solanki,6.0,bowler,16.492595682095683,7
MP Stoinis,10.8,allrounder,16.46374652823924,7
O Thomas,42.333333333333336,bowler,16.34085930521275,7
KB Arun Karthik,7.0,batsman,15.827845756100059,7
RV Uthappa,7.0,batsman,15.827845756100059,7
IK Pathan,7.0,allrounder,15.827845756100059,7
RN ten Doeschate,11.8,allrounder,15.719326189165452,7
AT Carey,9.0,batsman,15.596528773541246,7
RR Pant,9.0,batsman,15.596528773541246,7
Saurav Chauhan,9.0,batsman,15.596528773541246,7
PR Shah,11.4,batsman,15.459184275048258,7
A Manohar,11.4,batsman,15.459184275048258,7
SP Goswami,11.4,batsman,15.459184275048258,7
DJ Hooda,8.0,allrounder,15.379896698394006,7
NJ Maddinson,8.0,batsman,15.379896698394006,7
DR Shorey,8.0,batsman,15.379896698394006,7
M Rawat,8.2,batsman,14.83147965477803,7
R Dhawan,7.6,allrounder,14.696822439050074,7
JO Holder,5.0,allrounder,14.609821270851343,7
Fazalhaq Farooqi,5.0,allrounder,14.609821270851343,7
AS Joseph,5.0,allrounder,14.609821270851343,7
Mohammad Hafeez,10.333333333333334,allrounder,14.552070609705424,7
SB Joshi,10.333333333333334,allrounder,14.552070609705424,7
ND Doshi,10.333333333333334,allrounder,14.552070609705424,7
SS Prabhudessai,8.6,batsman,14.217057192063155,7
P Dogra,8.6,batsman,14.217057192063155,7
NS Naik,10.0,batsman,14.135732475322513,7
S Chanderpaul,10.0,batsman,14.135732475322513,7
MS Dhoni,10.0,batsman,14.135732475322513,7
T Banton,10.0,batsman,14.135732475322513,7
SB Jakati,5.8,allrounder,14.065127692262038,7
KL Nagarkoti,5.8,allrounder,14.065127692262038,7
AB Agarkar,5.4,allrounder,13.967894174950233,7
Mohammad Nabi,5.4,allrounder,13.967894174950233,7
KS Sharma,6.5,batsman,13.82838684485895,7
D Salunkhe,14.5,allrounder,13.719621725496728,7
BA Bhatt,0.8,allrounder,13.645589791688794,7
Sunny Singh,11.25,batsman,13.561062331111517,7
M Siddharth,20.25,bowler,13.47746756737886,7
MS Bisla,7.8,batsman,13.453989115718782,7
Arjun Tendulkar,21.25,allrounder,13.24246091131091,7
TM Srivastava,4.0,batsman,13.163891233200882,7
D Ferreira,4.0,batsman,13.163891233200882,7
DT Patil,4.0,batsman,13.163891233200882,7
D du Preez,79.0,allrounder,12.527032106782105,7
RS Hangargekar,79.0,bowler,12.527032106782105,7
SD Lad,22.262405716554188,batsman,12.49358181877841,7
H Das,22.262405716554188,batsman,12.49358181877841,7
DR Martyn,22.262405716554188,batsman,12.49358181877841,7
Liton Das,22.262405716554188,batsman,12.49358181877841,7
JL Denly,22.262405716554188,batsman,12.49358181877841,7
A Tomar,22.262405716554188,batsman,12.49358181877841,7
P Chopra,22.262405716554188,batsman,12.49358181877841,7
AR Bawne,22.262405716554188,batsman,12.49358181877841,7
Mohammad Ashraful,22.262405716554188,batsman,12.49358181877841,7
RS Sodhi,22.262405716554188,batsman,12.49358181877841,7
KS Rathore,22.262405716554188,batsman,12.49358181877841,7
SS Shaikh,22.262405716554188,batsman,12.49358181877841,7
MJ Owen,22.262405716554188,batsman,12.49358181877841,7
Sediqullah Atal,22.262405716554188,batsman,12.49358181877841,7
Younis Khan,22.262405716554188,batsman,12.49358181877841,7
DM Bravo,22.262405716554188,batsman,12.49358181877841,7
DJ Malan,22.262405716554188,batsman,12.49358181877841,7
C Madan,22.262405716554188,batsman,12.49358181877841,7
Shivam Singh,22.262405716554188,batsman,12.49358181877841,7
BR Sharath,22.262405716554188,batsman,12.49358181877841,7
BKG Mendis,22.262405716554188,batsman,12.49358181877841,7
BJ Haddin,22.262405716554188,batsman,12.49358181877841,7
PSP Handscomb,22.262405716554188,batsman,12.49358181877841,7
MS Bhandage,22.262405716554188,batsman,12.49358181877841,7
MP Breetzke,22.262405716554188,batsman,12.49358181877841,7
X Thalaivan Sargunam,22.262405716554188,batsman,12.49358181877841,7
U Kaul,22.262405716554188,batsman,12.49358181877841,7
Tanush Kotian,22.262405716554188,batsman,12.49358181877841,7
Abdul Basith,22.262405716554188,batsman,12.49358181877841,7
UA Birla,22.262405716554188,batsman,12.49358181877841,7
BR Dunk,12.5,batsman,12.488741341991338,7
MD Shanaka,4.5,batsman,12.291857303522233,7
F Behardien,4.5,batsman,12.291857303522233,7
AA Bilakhia,11.0,batsman,11.953087057378731,7
KM Jadhav,11.0,batsman,11.953087057378731,7
Vishnu Vinod,11.0,batsman,11.953087057378731,7
Virat Singh,11.0,batsman,11.953087057378731,7
T Kohli,5.0,batsman,11.403624442069892,7
HE van der Dussen,5.0,batsman,11.403624442069892,7
CA Ingram,9.6,batsman,11.396086702582584,7
A Chopra,8.4,batsman,11.129595457279848,7
Yashpal Singh,13.666666666666666,batsman,10.58094433814233,7
AUK Pathan,1.0,allrounder,10.467166496171526,7
RA Bawa,5.5,batsman,10.112142500774077,7
TD Paine,2.0,batsman,10.069782677997122,7
TL Seifert,13.5,batsman,9.284738455988453,7
S Anirudha,5.8,batsman,9.273597077447178,7
ML Hayden,6.6,batsman,9.228645750753385,7
MV Boucher,6.6,batsman,9.228645750753385,7
AP Tare,6.6,batsman,9.228645750753385,7
TR Birt,17.25,batsman,9.031439005551702,7
M Klinger,16.333333333333332,batsman,8.343445984363894,7
AN Ghosh,0.0,batsman,7.989177022283063,7
AA Kulkarni,0.0,batsman,7.989177022283063,7
A Mukund,0.0,batsman,7.989177022283063,7
SP Jackson,5.6,batsman,7.82293951278141,7
EJG Morgan,4.4,batsman,7.420340113034869,7
R Minz,3.0,batsman,6.905615876717953,7
B Indrajith,10.5,batsman,6.874650046600176,7
IR Jaggi,4.6,batsman,6.390796523176771,7
AJ Turner,1.6,batsman,6.280705702939112,7
DS Lehmann,1.0,batsman,6.230809951601211,7
MN van Wyk,45.75,batsman,5.764656818671525,7
RK Bhui,3.3333333333333335,batsman,4.543678488178489,7
R Bishnoi,0.5,batsman,4.180459495659879,7
Kumar Kushagra,0.5,batsman,4.180459495659879,7
YV Dhull,1.5,batsman,4.150299858969795,7
J Arunkumar,11.5,batsman,3.699579365079365,7
Sanvir Singh,6.25,batsman,3.275979687377208,7
